farmer_id,name,location,product
F5116,Sunil,Maharashtra,Soybean
F5404,Rajesh,Maharashtra,Potato
F3835,Unknown,Unknown,Potato
F6946,Unknown,Karnataka,Maize
F9619,Unknown,Haryana,Soybean
F8718,Manoj,Haryana,Soybean
F9220,Sunil,Punjab,Potato
F3144,Ravi,Maharashtra,Wheat
F3335,Ravi,Punjab,Wheat
F3847,Unknown,UP,Rice
F9090,Amit,UP,Maize
F2504,Unknown,Punjab,Wheat
F8116,Amit,Maharashtra,Maize
F2792,Rajesh,Punjab,Maize
F2849,Manoj,UP,Potato
F8759,Amit,UP,Maize
F5568,Sunil,Karnataka,Maize
F3015,Sunil,Punjab,Rice
F9898,Ravi,Maharashtra,Wheat
F6549,Ravi,Karnataka,Potato
F2747,Unknown,Maharashtra,Rice
F6315,Manoj,Unknown,Soybean
F2526,Ravi,Unknown,Potato
F1529,Rajesh,UP,Soybean
F9176,Unknown,UP,Soybean
F1626,Sunil,Unknown,Potato
F3708,Manoj,Haryana,Maize
F7568,Sunil,Maharashtra,Wheat
F3009,Unknown,Maharashtra,Potato
F9049,Ravi,UP,Wheat
F7940,Ravi,Unknown,Soybean
F8514,Rajesh,Maharashtra,Rice
F8388,Manoj,UP,Maize
F6613,Rajesh,UP,Rice
F6062,Ravi,Maharashtra,Wheat
F3058,Unknown,Haryana,Wheat
F8729,Sunil,UP,Rice
F8970,Manoj,Haryana,Maize
F9307,Amit,Karnataka,Wheat
F7405,Sunil,Unknown,Rice
F4769,Manoj,Karnataka,Rice
F2608,Sunil,UP,Soybean
F6344,Unknown,Punjab,Wheat
F1823,Unknown,Maharashtra,Maize
F7658,Manoj,Unknown,Rice
F6311,Manoj,Maharashtra,Potato
F2679,Rajesh,Karnataka,Soybean
F6722,Sunil,Haryana,Rice
F9387,Amit,Maharashtra,Wheat
F6146,Ravi,Karnataka,Rice
F5224,Sunil,Karnataka,Rice
F9845,Ravi,Haryana,Rice
F3617,Sunil,UP,Soybean
F5251,Unknown,UP,Potato
F5973,Manoj,Punjab,Soybean
F4149,Ravi,Haryana,Soybean
F1668,Rajesh,UP,Potato
F2615,Amit,Unknown,Maize
F6909,Ravi,Karnataka,Wheat
F1026,Manoj,UP,Wheat
F1510,Ravi,UP,Rice
F3764,Amit,Punjab,Rice
F7690,Rajesh,Punjab,Potato
F5831,Unknown,Maharashtra,Wheat
F1395,Unknown,Unknown,Rice
F8787,Unknown,Punjab,Maize
F5285,Rajesh,Maharashtra,Potato
F9905,Rajesh,Punjab,Maize
F6339,Rajesh,Maharashtra,Wheat
F9476,Ravi,Punjab,Maize
F3192,Sunil,Haryana,Soybean
F8084,Ravi,Karnataka,Maize
F2406,Unknown,Punjab,Potato
F3200,Unknown,Unknown,Rice
F5136,Rajesh,Haryana,Soybean
F9557,Ravi,Karnataka,Rice
F7327,Rajesh,Maharashtra,Maize
F9359,Unknown,Unknown,Wheat
F7063,Ravi,Maharashtra,Wheat
F6825,Unknown,Haryana,Rice
F8000,Unknown,UP,Maize
F6916,Manoj,Haryana,Wheat
F1733,Manoj,Maharashtra,Soybean
F5165,Amit,Maharashtra,Maize
F8855,Amit,Haryana,Soybean
F5492,Unknown,Karnataka,Rice
F7789,Ravi,UP,Rice
F9366,Amit,Haryana,Rice
F4745,Manoj,Punjab,Soybean
F8545,Manoj,UP,Wheat
F9480,Rajesh,Haryana,Wheat
F2541,Amit,Maharashtra,Maize
F2402,Unknown,Unknown,Soybean
F1232,Unknown,Punjab,Rice
F6720,Rajesh,UP,Maize
F5955,Manoj,Punjab,Wheat
F2557,Manoj,Karnataka,Soybean
F8763,Sunil,Unknown,Rice
F7307,Ravi,Punjab,Potato
F7848,Sunil,Punjab,Wheat
F4765,Ravi,Punjab,Potato
F4859,Rajesh,Maharashtra,Soybean
F7566,Amit,Karnataka,Rice
F6988,Rajesh,Karnataka,Maize
F2593,Amit,UP,Wheat
F1888,Manoj,UP,Potato
F9899,Manoj,Karnataka,Soybean
F6292,Ravi,Karnataka,Wheat
F4361x,Ravi,Haryana,Soybean
F3539,Unknown,UP,Maize
F6181,Amit,Punjabx,Wheat
F6348,Amit,Unknown,Rice
F1463,Sunil,UP,Rice
F6119,Amit,Punjab,Rice
F8408,Amit,UP,Rice
F5959,Ravi,Maharashtra,Soybean
F8035,Rajesh,Haryana,Rice
F1834,Sunil,Haryana,Soybean
F4147,Ravi,Maharashtra,Soybean
F9017,Rajeshx,Punjab,Wheat
F8143,Rajesh,Haryana,Potato
F3104,Rajesh,Punjab,Potato
F4088,Ravi,Maharashtra,Wheat
F9568,Rajeshx,UP,Rice
F1707,Manojx,Punjab,Potato
F6698,Amit,Karnataka,Soybean
F4559,Ravi,Unknown,Maize
F2006,Amit,Maharashtra,Wheat
F3797,Manoj,Unknown,Maize
F2591,Sunil,Punjab,Rice
F5160,Sunilx,Haryana,Ricex
F5557,Rajesh,UP,Wheat
F5738,Manoj,Punjab,Rice
F8831,Ravi,Maharashtra,Soybean
F5254,Unknown,Maharashtra,Maize
F2817,Rajesh,Maharashtra,Soybean
F8895,Sunil,Karnataka,Maizex
F3386,Amit,UP,Soybean
F4154,Amit,Karnataka,Soybean
F1684,Unknown,UP,Maize
F3701,Ravi,Haryana,Wheat
F7220,Unknown,Haryana,Potato
F5995,Rajesh,UP,Soybean
F3560,Rajesh,Haryana,Potato
F4340,Manoj,Maharashtra,Soybean
F9437,Ravi,Punjab,Rice
F6077,Unknown,Maharashtra,Rice
F1943,Unknown,Punjab,Wheat
F2415,Manoj,Unknown,Soybean
F9796,Manoj,Punjab,Maize
F7350,Unknown,Karnataka,Wheat
F1057,Sunil,Unknown,Rice
F7187,Rajesh,Haryana,Soybean
F5123,Amit,Punjab,Maize
F5819,Ravi,Unknown,Wheat
F2379,Amit,Maharashtra,Soybean
F8888,Unknown,Karnataka,Rice
F3698,Ravi,UP,Maize
F8393,Manoj,Haryana,Maize
F4075,Amit,UP,Wheat
F2377,Rajesh,Maharashtra,Soybean
F2242,Rajesh,Unknown,Rice
F4945,Unknown,Punjab,Soybean
F9862,Unknown,Haryana,Rice
F6210,Ravi,Maharashtra,Potato
F7889,Unknown,UP,Soybean
F4496,Unknown,Maharashtra,Soybean
F5257,Sunil,Punjab,Wheat
F5588,Rajesh,Maharashtra,Rice
F7902,Ravi,Unknown,Maize
F8207,Sunil,Unknown,Potato
F3246,Unknown,Punjab,Rice
F6232,Rajesh,Maharashtra,Rice
F6462,Manoj,Haryana,Rice
F8440,Rajesh,Unknown,Rice
F1963,Sunil,Haryana,Soybean
F8496,Rajesh,Maharashtra,Potato
F7192,Manojx,Karnataka,Maizex
F1021,Sunilx,Maharashtra,Maize
F8063,Sunil,Maharashtra,Rice
F6034,Unknown,Karnataka,Wheat
F7776,Manoj,Unknown,Wheat
F3456,Rajesh,Maharashtra,Maizex
F5808,Amit,Haryana,Potato
F5502,Unknown,Haryana,Rice
F1549,Manoj,Karnataka,Soybean
F9233,Manoj,UP,Rice
F3343,Amit,Haryana,Wheat
F3069,Manoj,UP,Rice
F5978,Unknown,UPx,Wheat
F9189,Ravi,Maharashtra,Potato
F7864,Unknown,Punjab,Soybean
F2857,Rajesh,Punjab,Soybean
F5398,Unknown,Punjab,Wheat
F7979,Manoj,Unknown,Soybean
F5229,Rajesh,Haryana,Soybean
F4358,Amit,Maharashtra,Potato
F7485,Rajesh,Karnataka,Wheat
F9038,Ravi,Unknown,Maizex
F8233,Amit,Unknown,Soybean
F6466,Rajesh,Unknown,Rice
F9462,Rajesh,UP,Soybean
F4605,Manoj,Unknown,Potato
F3539,Rajesh,Haryana,Maize
F5831,Manoj,Haryana,Rice
F8477,Ravi,UP,Rice
F8857,Rajesh,Karnataka,Potato
F5531,Amit,Maharashtra,Rice
F3358,Sunilx,Punjab,Soybean
F3048,Manoj,Punjab,Rice
F1036,Rajesh,Haryana,Potato
F9302,Rajesh,Haryanax,Wheat
F1984,Amit,Unknown,Maize
F2393,Unknown,Haryana,Wheat
F6524,Rajesh,Unknown,Rice
F3828,Amit,Punjab,Potato
F8201,Manoj,Unknown,Rice
F9046,Sunil,Haryana,Rice
F3783,Unknown,Unknownx,Rice
F5824,Amit,Punjabx,Rice
F6393,Rajesh,Punjab,Wheat
F5484,Rajesh,Karnataka,Soybean
F5037,Rajesh,Karnataka,Maizex
F8368,Amit,UP,Potato
F8952,Sunil,Karnataka,Wheat
F2477,Ravi,UP,Wheat
F6672,Manoj,UP,Rice
F8019,Rajesh,UP,Maize
F8670,Sunil,Maharashtra,Maizex
F6743,Rajesh,UP,Potato
F2091,Ravi,Punjab,Rice
F2025,Amit,Karnataka,Maize
F8396,Rajesh,Karnataka,Ricex
F1186,Sunil,Haryana,Soybean
F3362,Manoj,Maharashtra,Rice
F9773,Unknown,UP,Rice
F9646,Ravi,Punjab,Soybean
F7493,Unknown,Unknown,Potato
F1767,Ravi,Haryana,Potato
F5746,Sunil,Unknown,Potato
F8838,Manoj,UP,Potato
F8687,Unknownx,Unknown,Soybean
F7469,Sunil,UP,Rice
F9540x,Amit,Punjab,Soybean
F4713,Sunil,Karnataka,Potato
F5034,Rajesh,Karnataka,Soybeanx
F2884,Sunil,Haryana,Soybean
F3116x,Manoj,Maharashtra,Maize
F4556,Ravi,Karnataka,Rice
F3864,Ravi,Maharashtra,Potato
F2137,Rajeshx,UP,Wheat
F6709,Sunil,Unknown,Soybean
F7987,Amit,UP,Rice
F6467,Sunil,Unknown,Maize
F1604,Amit,Karnataka,Maize
F8356,Sunil,Punjab,Soybean
F8036,Manoj,Punjab,Soybean
F1170,Sunil,Haryana,Soybean
F9136,Ravi,UP,Soybean
F8123,Manoj,Unknown,Soybean
F4929,Unknown,Haryanax,Rice
F6717,Manoj,Punjab,Maize
F6438,Ravi,Unknown,Maize
F8755,Sunil,Karnataka,Wheat
F8085,Rajesh,Maharashtra,Soybean
F7225,Ravi,Karnataka,Rice
F6302,Manoj,Unknown,Soybean
F9644,Sunil,UP,Maize
F6217,Ravi,Unknown,Maize
F3075,Sunil,Karnataka,Wheat
F3076,Manoj,Karnataka,Rice
F7031,Ravi,Maharashtra,Wheat
F1281,Manoj,Maharashtra,Maize
F7330,Rajesh,UP,Potato
F5937,Sunilx,Karnataka,Rice
F2049,Rajesh,Punjab,Soybean
F9936,Sunil,Haryana,Potato
F9792,Unknown,Haryana,Soybean
F6789,Rajesh,Haryana,Rice
F8308,Manoj,Haryana,Potato
F1639,Rajeshx,Haryana,Potato
F7497,Sunil,Haryana,Potato
F1715,Unknown,Karnataka,Potato
F5300,Amit,Punjab,Wheat
F9744,Unknown,Karnataka,Soybean
F4394,Unknown,Punjab,Maize
F3359,Amit,UP,Potato
F1307,Manoj,Punjab,Rice
F7418,Sunil,Karnataka,Wheat
F8234,Rajesh,Karnataka,Soybean
F1427,Manoj,Unknown,Rice
F4564,Manoj,Haryana,Soybean
F1376,Sunil,Maharashtra,Soybean
F3276,Sunil,Karnataka,Soybean
F3476,Unknown,Maharashtra,Soybean
F3179,Amit,Haryana,Soybean
F5243,Manoj,UP,Potato
F1642x,Ravi,Unknown,Potatox
F3842,Sunil,Maharashtra,Wheat
F7295,Ravi,Haryana,Maize
F2201,Sunil,Maharashtra,Potato
F9261,Sunilx,Haryana,Potato
F6595,Ravi,Punjab,Soybean
F4304,Rajesh,Unknown,Maize
F9743,Sunil,Unknown,Rice
F2031,Sunil,Karnataka,Wheat
F6492,Amit,Haryana,Potato
F2239,Rajesh,Karnataka,Soybeanx
F7965,Amit,Maharashtra,Rice
F1930,Unknown,Haryana,Rice
F8274,Rajesh,UP,Maize
F4835,Ravi,Karnataka,Maize
F6822x,Amit,UP,Potato
F4341,Ravi,Haryana,Rice
F8957,Manoj,Karnataka,Potato
F5927,Unknown,UP,Wheat
F2002,Ravi,Punjab,Wheat
F6005,Manojx,Unknown,Potato
F7293,Ravi,Unknown,Wheat
F6505,Amit,Punjab,Wheat
F5592,Rajesh,Maharashtra,Soybean
F6250,Rajesh,Maharashtra,Potato
F6442,Ravi,Maharashtra,Maize
F2893,Amit,Unknown,Wheat
F4182,Amitx,Punjab,Maize
F3760,Unknown,Unknown,Rice
F2383,Unknown,Karnataka,Wheat
F1507,Manoj,Unknown,Potato
F5904,Unknown,UP,Soybean
F8098,Ravi,UP,Maize
F8347,Amit,Punjab,Potato
F6654,Rajesh,Karnataka,Wheat
F2251,Ravix,Unknown,Maize
F8926,Rajesh,Haryana,Maizex
F6348,Ravi,Karnataka,Wheat
F2498,Sunil,Punjab,Maizex
F9539,Manoj,Punjab,Maize
F9601,Ravi,Maharashtra,Rice
F8413,Manoj,Haryana,Rice
F3333,Unknown,Unknown,Soybean
F2381,Sunil,Maharashtra,Potato
F7468,Amit,Punjab,Soybean
F7953,Unknown,UP,Potato
F7576,Manoj,Karnataka,Wheat
F4631,Rajesh,Maharashtra,Potato
F9324,Ravi,Punjab,Maize
F6172,Ravi,Punjabx,Wheat
F3047,Amit,Punjab,Wheatx
F3670,Sunil,UP,Wheat
F9886,Amit,Karnataka,Wheat
F4225x,Unknown,UP,Wheat
F9443,Rajesh,Unknown,Potato
F9573,Unknown,Maharashtra,Rice
F4962,Amit,Karnataka,Potato
F8595x,Sunil,Karnataka,Soybean
F7383,Amit,Punjab,Potato
F3100,Ravi,Punjab,Soybean
F8495,Ravi,Punjab,Soybean
F3546,Amit,Punjab,Soybean
F4615,Rajesh,Haryana,Rice
F6061,Ravi,Haryana,Rice
F4934,Ravi,Unknown,Wheat
F7798,Sunil,Unknown,Maize
F4281,Amit,UPx,Soybean
F6714,Ravi,Punjab,Soybean
F3624,Rajesh,Karnatakax,Wheat
F8995,Unknown,Punjab,Soybeanx
F1742,Ravi,Punjab,Wheat
F4593,Ravix,Punjab,Wheat
F2111,Rajesh,Karnatakax,Rice
F2623,Amit,Haryana,Soybean
F8061,Unknown,Karnataka,Soybean
F8616,Rajesh,UP,Maize
F1430,Amit,UP,Wheat
F2824x,Manojx,Haryana,Maize
F9070,Manoj,UP,Potato
F3182,Unknown,Karnataka,Ricex
F8058,Unknownx,UP,Maize
F6251,Unknown,Haryana,Rice
F2957,Rajesh,Karnataka,Wheat
F5513,Ravi,Maharashtra,Rice
F9075,Sunil,Maharashtra,Wheat
F4082,Sunil,Maharashtra,Maize
F4008,Amit,UP,Maize
F9049,Amit,Karnataka,Wheat
F6741,Sunil,Maharashtra,Soybean
F4811,Amit,Unknown,Wheat
F8827,Unknownx,Unknown,Ricex
F4434,Sunil,UP,Rice
F5064,Amit,Unknown,Soybean
F5867,Rajesh,Haryana,Maize
F8320x,Ravi,Unknown,Soybean
F3462,Ravi,Haryana,Potato
F3612,Amit,Haryana,Potato
F3324,Ravi,UP,Rice
F3218,Unknown,Unknownx,Soybean
F5504,Manoj,UP,Rice
F8866,Sunil,Haryana,Soybean
F4716,Unknown,Maharashtra,Maize
F5960,Rajesh,Haryanax,Rice
F9628,Manoj,Unknown,Potato
F8574,Rajesh,Punjab,Wheat
F1566,Sunil,Haryana,Wheat
F2527,Unknown,Unknown,Rice
F8216,Rajesh,Maharashtrax,Wheat
F4972,Amit,UP,Soybean
F5284,Manoj,Maharashtra,Soybean
F5241,Amit,Unknown,Wheat
F7304,Unknownx,Haryana,Wheat
F3142,Rajesh,Karnataka,Rice
F4021,Amit,Haryana,Soybean
F2480,Amitx,Haryana,Wheat
F8895,Sunil,Unknown,Wheat
F1167,Unknown,UP,Maize
F7376,Unknown,UP,Wheat
F2633,Unknown,Haryana,Maize
F5873,Manoj,Unknown,Soybean
F6134,Manoj,Punjab,Maize
F6533,Unknown,Karnatakax,Rice
F7360,Unknown,Karnataka,Wheat
F5141,Manoj,Karnataka,Wheat
F3114,Sunil,Karnataka,Soybean
F1477,Ravi,Maharashtra,Rice
F9333,Ravi,Unknown,Rice
F3750,Unknown,Unknown,Potato
F2584,Amit,UP,Rice
F9055,Sunil,Haryana,Wheat
F8199,Unknown,Haryana,Potatox
F8019,Unknown,Punjab,Maize
F5391,Sunil,Maharashtra,Wheat
F2719,Rajesh,Punjab,Rice
F3831,Manoj,Haryana,Soybean
F5298,Manoj,UP,Rice
F9566,Unknown,Haryana,Wheat
F4400,Manoj,Unknownx,Potato
F5027,Ravi,Karnataka,Potato
F3699,Ravi,Karnataka,Soybean
F4851x,Sunil,Haryana,Potato
F2407,Manoj,Maharashtra,Soybean
F4313,Ravi,Unknown,Wheat
F3024,Ravi,Haryana,Wheat
F6619,Amit,Karnataka,Potato
F1196,Rajesh,Punjab,Soybean
F2721,Unknown,Unknown,Soybean
F1898,Sunil,UP,Maize
F6598,Sunil,UP,Soybean
F7592,Amit,Karnataka,Soybean
F7480,Amit,Punjab,Maize
F6601,Rajesh,Punjab,Potato
F5770,Unknown,Karnataka,Soybean
F4000,Rajesh,Haryana,Rice
F1938,Sunil,Haryana,Potato
F6879,Unknown,Haryana,Soybean
F9109,Sunil,Maharashtra,Rice
F4360,Sunil,Punjab,Maize
F4217,Sunil,Punjab,Maize
F2707,Ravi,Unknown,Maize
F6515,Unknown,Maharashtra,Soybean
F4167,Ravix,Karnataka,Potato
F7316,Sunil,Unknown,Soybean
F1256,Manoj,Haryana,Potato
F3014,Rajesh,Haryana,Potato
F3100,Unknown,Karnataka,Potato
F9465,Rajesh,UP,Potato
F8576,Manoj,Karnatakax,Potato
F2637,Manoj,Punjab,Soybean
F9421,Unknown,Karnataka,Soybean
F8350,Sunil,Karnataka,Potato
F4600,Ravi,Unknown,Maizex
F9587,Rajesh,Unknown,Wheat
F8568,Sunil,Unknown,Rice
F1386x,Ravi,Unknown,Wheat
F5060,Sunil,Unknown,Rice
F8412,Manoj,Unknown,Potato
F6249,Ravi,Punjab,Rice
F7820,Manoj,Unknown,Maize
F3079,Unknown,Unknown,Maize
F5281,Manoj,Haryana,Rice
F4980,Sunil,Haryanax,Wheat
F8110,Amit,Haryana,Soybean
F4076,Sunil,Maharashtra,Soybean
F7636,Sunil,Haryana,Ricex
F7209,Ravi,Haryana,Maizex
F5842,Rajesh,Punjab,Rice
F4498,Sunil,Maharashtra,Maize
F2684,Ravi,Haryana,Potato
F6451,Ravi,Unknown,Maize
F7671,Ravi,Unknown,Rice
F8841,Unknown,Maharashtra,Rice
F5161,Rajesh,Maharashtra,Maize
F5140,Manojx,UP,Wheat
F9741,Rajesh,Maharashtra,Wheatx
F5074,Manoj,Punjab,Potato
F3757,Ravi,UP,Soybean
F9006,Amit,Haryana,Soybean
F4044,Ravi,Haryana,Maize
F6701,Unknown,Punjab,Potatox
F1222,Unknown,Punjab,Rice
F7447,Manoj,UP,Wheat
F7041x,Sunil,Haryana,Wheat
F5051,Manoj,Punjab,Rice
F3706,Sunil,Karnataka,Potato
F1166,Manoj,Haryana,Wheat
F4040,Rajesh,Karnataka,Wheat
F4859,Unknown,Karnataka,Maize
F5949,Unknown,Karnatakax,Wheat
F6469,Amit,Punjab,Soybean
F7393,Rajeshx,Unknown,Maize
F6758,Sunil,Haryana,Potato
F8668,Unknown,Unknown,Maize
F4355,Ravi,Maharashtra,Maize
F2032,Amit,UP,Wheat
F5348,Ravi,Haryana,Potato
F4127,Manoj,UP,Potato
F3753,Unknown,Maharashtra,Wheat
F7726,Sunil,UP,Wheat
F7137,Sunil,Haryana,Rice
F2559,Rajeshx,Unknown,Maize
F3192,Amit,Maharashtra,Soybean
F2784,Rajesh,UP,Wheat
F7834,Manoj,Karnataka,Soybean
F3395,Ravi,Haryana,Maize
F1560,Rajesh,Haryana,Soybean
F8522,Unknown,Maharashtra,Wheat
F7970,Manoj,Punjab,Soybean
F9679,Sunil,Karnataka,Maize
F7699,Rajesh,Maharashtra,Maize
F1015,Unknown,Unknown,Potato
F8688,Unknownx,Maharashtra,Rice
F5127,Ravi,Maharashtra,Wheat
F4975,Unknown,Maharashtra,Potato
F5328,Ravi,Haryana,Soybean
F4653,Unknown,Unknown,Potato
F9960,Amit,UP,Wheat
F2131,Unknown,Punjab,Potato
F9338,Unknown,Unknown,Soybean
F5807,Unknown,Maharashtra,Potato
F6100,Manoj,UP,Maize
F1786,Ravi,Haryana,Maize
F2682,Ravi,UP,Soybean
F5040,Manoj,Haryana,Soybean
F7323,Sunil,Karnataka,Rice
F6189,Unknown,Punjab,Potato
F4258,Unknown,Unknown,Maize
F3576,Ravi,UP,Maize
F8526,Sunil,Maharashtra,Maize
F8368,Amit,Maharashtra,Soybean
F7766,Unknown,Unknown,Potato
F4046,Manoj,Unknown,Potato
F4409,Manoj,Punjab,Soybean
F6011,Manoj,Karnatakax,Potato
F7055,Unknown,Punjab,Ricex
F1927,Sunil,Maharashtra,Rice
F8669,Rajeshx,Maharashtra,Maize
F6594,Manoj,Haryana,Rice
F8327,Unknown,Karnataka,Rice
F4459,Ravi,Unknown,Potato
F6617,Ravi,Haryanax,Wheat
F5030,Unknown,Haryana,Maize
F8863,Ravi,UP,Soybean
F1684,Manoj,Maharashtra,Maize
F9915,Amit,Maharashtra,Maize
F9732,Amit,Punjab,Potato
F4467,Amit,Haryana,Maize
F2897,Sunil,Unknown,Soybean
F4289,Ravi,Maharashtrax,Wheat
F3687,Amit,Haryana,Potato
F2280,Amit,Maharashtra,Rice
F8518,Rajesh,Maharashtra,Wheat
F7065,Amit,Maharashtra,Potato
F9133,Unknown,Punjab,Maizex
F7988,Manojx,Unknownx,Soybean
F2555,Manoj,Punjab,Rice
F3616,Ravi,Punjab,Wheat
F7412,Manojx,Karnataka,Soybean
F5614,Unknown,UP,Potato
F6461,Unknown,UP,Rice
F7201,Amit,UP,Wheat
F8634,Unknown,Haryana,Maize
F1046,Sunil,Haryana,Maize
F2095,Manoj,Maharashtra,Potato
F5936,Manoj,Maharashtra,Rice
F6060,Manoj,Karnataka,Potato
F3526,Sunil,Maharashtra,Rice
F7394,Amit,Punjab,Potato
F6700x,Rajesh,Karnataka,Potato
F4978,Ravi,Punjab,Wheatx
F9974,Sunil,Punjab,Maize
F9270,Sunil,Maharashtra,Wheat
F1202,Amit,Haryanax,Rice
F5112,Ravi,Maharashtra,Potato
F3709,Unknown,Punjab,Maize
F8443,Rajesh,Karnataka,Potato
F3451,Unknown,Haryana,Rice
F5369,Rajeshx,UP,Potato
F6465,Manoj,Haryana,Wheat
F1612,Amit,Karnataka,Rice
F4560,Manojx,Maharashtra,Wheat
F2772,Ravi,Punjab,Potato
F7585,Manoj,Haryanax,Potato
F8187,Rajesh,Karnataka,Maize
F1885,Amit,Punjab,Soybean
F9107,Unknown,Maharashtra,Potato
F9375,Sunil,Karnataka,Rice
F7082,Amit,Unknown,Potato
F6598,Manoj,UP,Soybean
F1224,Ravi,Unknown,Maize
F6924,Ravi,UP,Rice
F1308,Sunil,Maharashtra,Rice
F8364,Unknown,Haryana,Maize
F1503,Sunil,Karnataka,Soybean
F1056,Amit,Maharashtra,Soybeanx
F3850,Rajesh,UP,Soybean
F8346x,Manoj,Karnataka,Potato
F1682,Manoj,Karnataka,Potato
F6703,Rajesh,Haryana,Wheat
F5958,Manoj,Maharashtra,Soybean
F4667,Amit,Haryana,Maize
F4455,Unknown,Haryana,Maize
F9613,Ravi,Punjab,Maize
F4473,Unknown,UP,Soybean
F8383,Amitx,UP,Rice
F8336,Unknown,Maharashtra,Wheat
F8650,Sunil,UP,Maizex
F8678,Unknown,Punjab,Maize
F4041,Amit,UPx,Wheat
F1548,Ravi,UP,Rice
F1722x,Amit,Punjab,Wheat
F7580,Ravi,Haryana,Maize
F6857,Sunil,Maharashtrax,Potato
F8172,Amit,Maharashtra,Maize
F7797,Unknown,UP,Potato
F9839,Ravi,Punjab,Rice
F2731,Manoj,Karnataka,Wheat
F4739,Sunil,UP,Wheat
F7209,Sunil,Haryana,Maize
F5258,Manoj,Karnataka,Soybean
F2497,Unknown,UP,Rice
F6630,Unknown,Punjab,Maize
F4546,Rajesh,Punjab,Maize
F1120,Amit,Haryana,Wheat
F9931,Manoj,Haryana,Potato
F6747,Rajesh,Unknown,Maize
F2121,Unknown,UP,Rice
F8541,Rajesh,UP,Soybean
F9684,Manoj,Punjab,Potato
F5640,Rajesh,Karnataka,Maize
F2794,Manoj,Karnataka,Potato
F3117,Ravi,UP,Wheat
F1941,Ravi,Haryana,Potato
F3258,Ravi,Maharashtra,Maize
F4523,Rajesh,UP,Rice
F9831,Unknown,Punjab,Wheat
F3533,Ravix,Maharashtra,Soybean
F3024,Ravi,Unknown,Maize
F4844,Unknown,Maharashtra,Rice
F7725,Ravi,Haryana,Wheat
F8401x,Sunil,Punjab,Rice
F1801,Sunil,Unknown,Rice
F3175,Rajesh,Unknown,Wheat
F5337,Amit,UP,Wheat
F5271,Sunil,Karnataka,Maize
F1825,Amit,Maharashtra,Potato
F6854,Unknown,Maharashtra,Wheat
F8671,Manoj,Karnataka,Rice
F8748,Unknown,Haryana,Maize
F1627,Rajesh,Haryana,Wheat
F9079,Amit,Haryana,Maize
F8006,Unknown,UP,Potatox
F1590,Manoj,Punjab,Wheat
F8178,Rajesh,Karnataka,Rice
F5020,Sunil,Unknown,Potato
F3385,Unknown,Haryana,Ricex
F5321,Manoj,Karnataka,Wheat
F6735,Amit,Haryana,Wheat
F2610,Unknown,Maharashtra,Potatox
F1886,Sunil,Haryana,Rice
F3226,Sunil,Maharashtra,Rice
F5567,Ravi,Haryana,Maize
F3885,Rajesh,Karnataka,Wheat
F4872,Amit,Punjab,Soybean
F7161,Manoj,Punjab,Rice
F8033,Unknown,Unknown,Potato
F6987,Ravi,Karnataka,Rice
F2953,Sunil,Punjab,Maize
F9701,Amitx,Unknown,Soybean
F7033,Manojx,Maharashtra,Potato
F3958,Sunil,Punjab,Soybean
F6225,Unknown,UP,Maize
F4605,Ravi,Karnataka,Soybean
F5977,Unknown,Punjab,Rice
F9547,Amitx,Karnataka,Soybean
F1946,Rajesh,Punjab,Soybean
F8219,Rajeshx,Maharashtra,Wheat
F2705x,Sunil,Haryana,Maize
F4504,Unknown,Punjab,Wheat
F9602x,Rajesh,UP,Soybean
F7290,Amit,Haryana,Wheat
F9859,Ravi,Karnataka,Maize
F1370,Amit,Unknown,Potato
F6852,Rajesh,Unknown,Potato
F3441,Unknown,Punjab,Rice
F5044,Rajesh,Unknown,Potato
F2273,Manoj,Karnataka,Soybean
F7108,Sunil,Punjab,Soybean
F8346,Ravix,Haryana,Rice
F8441,Unknown,Karnataka,Soybean
F8720,Amit,Maharashtra,Wheat
F7706,Manoj,UP,Maize
F6951x,Unknown,Maharashtra,Soybean
F5387,Sunilx,UP,Soybean
F1020,Rajesh,Haryana,Maize
F7513,Sunil,Maharashtrax,Potato
F8467,Amit,Haryana,Wheat
F8483,Manoj,UP,Wheat
F3821,Amit,Unknown,Maize
F5567,Ravi,Punjab,Potato
F2053,Unknown,Karnatakax,Maize
F9506,Rajesh,Haryana,Wheat
F2862,Rajesh,Punjab,Maize
F4529,Manoj,Punjab,Wheat
F4130,Manoj,Punjab,Potato
F9740x,Sunil,Unknown,Soybean
F8273,Ravi,Maharashtra,Maize
F5674x,Amit,Unknown,Maize
F7817x,Ravi,Maharashtra,Rice
F6596,Unknown,Maharashtra,Rice
F3208,Amit,Unknown,Rice
F6139,Rajesh,UP,Wheat
F9068,Unknown,Unknown,Wheat
F8202,Rajesh,Unknown,Potato
F5877x,Ravi,Haryana,Soybean
F1998,Ravix,Unknown,Potato
F8075,Sunil,Maharashtra,Soybean
F2692,Unknown,Unknown,Soybean
F4157,Sunil,Haryana,Maize
F7165,Rajesh,Haryana,Rice
F8797,Sunil,UP,Wheat
F6668,Amit,Karnataka,Rice
F3878,Ravi,Haryana,Soybean
F4250,Amit,Unknown,Wheat
F4666,Rajesh,Haryana,Wheat
F4004,Manoj,UPx,Soybean
F4070,Unknown,Punjab,Rice
F6293,Sunilx,UP,Rice
